GeneID	Chr	Start	End	Strand	Length
ENSG00000162460.6	chr1	15742422	15747982	+	5561
ENSG00000162458.12	chr1	15756607	15786594	+	29988
ENSG00000224321.1	chr1	15792796	15793285	+	490
ENSG00000233954.6	chr1	15807169	15809348	-	2180
ENSG00000178715.8	chr1	15828232	15828669	+	438
ENSG00000179743.4	chr1	15834474	15848147	-	13674
ENSG00000065526.10	chr1	15847864	15940460	+	92597
ENSG00000270620.1	chr1	15917698	15917908	-	211
ENSG00000116809.11	chr1	15941869	15976132	-	34264
ENSG00000234607.2	chr1	15969632	15970194	+	563
ENSG00000231353.1	chr1	15988182	15988441	+	260
ENSG00000275503.1	chr1	15989140	15989375	-	236
ENSG00000224966.4	chr1	15989871	15994751	+	4881
ENSG00000183888.4	chr1	16004236	16008807	+	4572
ENSG00000233078.1	chr1	16006160	16006671	-	512
ENSG00000173641.17	chr1	16014028	16019594	-	5567
ENSG00000186510.11	chr1	16018875	16034050	+	15176
ENSG00000232456.1	chr1	16035178	16040029	-	4852
ENSG00000184908.17	chr1	16043736	16057308	+	13573
ENSG00000185519.8	chr1	16057769	16073632	-	15864
ENSG00000142627.12	chr1	16124337	16156087	-	31751
ENSG00000227959.1	chr1	16155211	16157329	+	2119
ENSG00000224621.1	chr1	16159266	16161883	+	2618
ENSG00000234166.1	chr1	16197854	16198357	+	504
ENSG00000142632.16	chr1	16197854	16212609	-	14756
ENSG00000237276.8	chr1	16215909	16228027	-	12119
ENSG00000132881.11	chr1	16231700	16237162	-	5463
ENSG00000233929.1	chr1	16241213	16241398	-	186
ENSG00000037637.10	chr1	16246839	16352454	-	105616
ENSG00000055070.16	chr1	16352575	16398145	+	45571
ENSG00000226457.1	chr1	16369150	16369530	-	381
ENSG00000187144.11	chr1	16387117	16437424	-	50308
ENSG00000157191.19	chr1	16440672	16460078	+	19407
ENSG00000226029.1	chr1	16460948	16468481	+	7534
ENSG00000080947.14	chr1	16467436	16499257	-	31822
ENSG00000206652.1	chr1	16514122	16514285	-	164
ENSG00000261135.1	chr1	16514645	16515754	+	1110
ENSG00000224174.2	chr1	16520694	16521796	+	1103
ENSG00000233421.4	chr1	16533886	16536172	-	2287
ENSG00000277344.1	chr1	16534081	16534224	-	144
ENSG00000225710.1	chr1	16548651	16552531	-	3881
ENSG00000219481.10	chr1	16562319	16613562	-	51244
ENSG00000271732.1	chr1	16617391	16617729	+	339
ENSG00000215908.10	chr1	16618253	16657232	-	38980
ENSG00000283773.1	chr1	16642767	16643109	-	343
ENSG00000186301.8	chr1	16645622	16650289	+	4668
ENSG00000282143.1	chr1	16656879	16667524	+	10646
ENSG00000207513.1	chr1	16666785	16666948	-	164
ENSG00000280114.1	chr1	16681097	16688749	-	7653
ENSG00000236698.1	chr1	16685621	16686055	-	435
ENSG00000268869.5	chr1	16687339	16720157	-	32819
ENSG00000279151.1	chr1	16701546	16705594	+	4049
ENSG00000282740.1	chr1	16739938	16750589	-	10652
ENSG00000058453.16	chr1	16740273	16972979	+	232707
ENSG00000227684.2	chr1	16740280	16750968	+	10689
ENSG00000207389.1	chr1	16740516	16740679	+	164
ENSG00000186715.10	chr1	16754910	16770237	-	15328
ENSG00000223643.6	chr1	16851257	16853129	-	1873
ENSG00000230239.1	chr1	16855407	16859284	+	3878
ENSG00000263811.1	chr1	16858949	16859021	-	73
ENSG00000228549.3	chr1	16870945	16874092	+	3148
ENSG00000277234.1	chr1	16873708	16873851	+	144
ENSG00000238142.1	chr1	16888538	16889649	-	1112
ENSG00000235241.1	chr1	16889095	16889602	+	508
ENSG00000207005.1	chr1	16895980	16896143	+	164
ENSG00000272426.1	chr1	16904339	16904776	-	438
ENSG00000117122.13	chr1	16974502	16980835	-	6334
ENSG00000226526.1	chr1	16978926	17005091	+	26166
ENSG00000159363.17	chr1	16985958	17011928	-	25971
ENSG00000117118.9	chr1	17018722	17054170	-	35449
ENSG00000117115.12	chr1	17066761	17119435	-	52675
ENSG00000204362.6	chr1	17189783	17197617	+	7835
ENSG00000282843.1	chr1	17193232	17201733	-	8502
ENSG00000142623.9	chr1	17205126	17246005	+	40880
ENSG00000142619.4	chr1	17249098	17284233	+	35136
ENSG00000266634.1	chr1	17277889	17277975	+	87
ENSG00000159339.13	chr1	17308195	17364004	+	55810
ENSG00000276747.1	chr1	17372196	17401699	+	29504
ENSG00000227751.1	chr1	17406760	17407382	+	623
ENSG00000179051.13	chr1	17406760	17439724	-	32965
ENSG00000074964.16	chr1	17539835	17697874	+	158040
ENSG00000236648.1	chr1	17717687	17749978	+	32292
ENSG00000117148.7	chr1	17755313	17827063	+	71751
ENSG00000284653.1	chr1	18015712	18045612	+	29901
ENSG00000261781.1	chr1	18065657	18074412	+	8756
ENSG00000117154.11	chr1	18107746	18378483	+	270738
ENSG00000280222.1	chr1	18109389	18115861	+	6473
ENSG00000230035.2	chr1	18166929	18179346	-	12418
ENSG00000225387.1	chr1	18385829	18388514	+	2686
ENSG00000179023.8	chr1	18480982	18486126	+	5145
ENSG00000235282.3	chr1	18513118	18513383	+	266
ENSG00000225478.2	chr1	18595414	18595636	+	223
ENSG00000009709.11	chr1	18631006	18748866	+	117861
ENSG00000179002.5	chr1	18839599	18859682	-	20084
ENSG00000255275.3	chr1	18849273	18921121	-	71849
ENSG00000159423.16	chr1	18871430	18902781	-	31352
ENSG00000265606.1	chr1	18883202	18883275	-	74
ENSG00000221662.1	chr1	18897071	18897148	-	78
ENSG00000169991.10	chr1	18904281	18956686	-	52406
ENSG00000272084.1	chr1	19072110	19075511	-	3402
ENSG00000127481.14	chr1	19074506	19210276	-	135771
ENSG00000230424.1	chr1	19210501	19240704	+	30204
ENSG00000127463.14	chr1	19215664	19251552	-	35889
ENSG00000053372.4	chr1	19251539	19260128	+	8590
ENSG00000211454.13	chr1	19265982	19274194	-	8213
ENSG00000162482.4	chr1	19282558	19289250	-	6693
ENSG00000270728.1	chr1	19297080	19297903	+	824
ENSG00000053371.12	chr1	19303965	19312146	-	8182
ENSG00000200403.1	chr1	19305076	19305182	-	107
ENSG00000040487.12	chr1	19312326	19329300	+	16975
ENSG00000077549.17	chr1	19338776	19485539	-	146764
ENSG00000240490.3	chr1	19424384	19424671	+	288
ENSG00000201609.1	chr1	19510593	19510733	+	141
ENSG00000235185.1	chr1	19591802	19596832	-	5031
ENSG00000173436.13	chr1	19596977	19629821	+	32845
ENSG00000158747.14	chr1	19596979	19658456	+	61478
ENSG00000270136.6	chr1	19597067	19656927	+	59861
ENSG00000226396.1	chr1	19608114	19608568	+	455
ENSG00000158748.3	chr1	19665287	19679562	+	14276
ENSG00000162542.13	chr1	19682213	19799945	-	117733
ENSG00000178828.6	chr1	19814029	19815278	-	1250
ENSG00000235434.1	chr1	19814367	19819502	+	5136
ENSG00000169914.5	chr1	19882513	19912945	+	30433
ENSG00000188784.4	chr1	19920009	19923617	-	3609
ENSG00000242688.3	chr1	19970969	19971269	+	301
ENSG00000188257.10	chr1	19975431	19980416	-	4986
ENSG00000127472.10	chr1	20028179	20091190	+	63012
ENSG00000117215.14	chr1	20111939	20119566	-	7628
ENSG00000158786.4	chr1	20139326	20150386	+	11061
ENSG00000227066.1	chr1	20154338	20160568	+	6231
ENSG00000187980.6	chr1	20161253	20177424	-	16172
ENSG00000225986.1	chr1	20184242	20186486	-	2245
ENSG00000162543.5	chr1	20186085	20196048	+	9964
ENSG00000228105.1	chr1	20243095	20244655	+	1561
ENSG00000284710.1	chr1	20272018	20275005	+	2988
ENSG00000158816.15	chr1	20290919	20354894	+	63976
ENSG00000226664.1	chr1	20294211	20323187	-	28977
ENSG00000236963.6	chr1	20360579	20431234	-	70656
ENSG00000226487.1	chr1	20412304	20413253	-	950
ENSG00000284641.1	chr1	20476222	20478937	+	2716
ENSG00000284743.1	chr1	20478779	20480397	-	1619
ENSG00000162545.5	chr1	20482391	20486220	-	3830
ENSG00000090432.6	chr1	20499448	20508161	-	8714
ENSG00000215520.3	chr1	20525989	20526751	+	763
ENSG00000183114.7	chr1	20552439	20555010	+	2572
ENSG00000158825.5	chr1	20588948	20618908	+	29961
ENSG00000158828.7	chr1	20633455	20651511	+	18057
ENSG00000284005.1	chr1	20633679	20633788	+	110
ENSG00000117242.7	chr1	20642657	20652193	-	9537
ENSG00000244038.9	chr1	20651767	20661544	-	9778
ENSG00000117245.12	chr1	20664014	20718017	-	54004
ENSG00000235432.1	chr1	20692734	20694013	-	1280
ENSG00000189410.11	chr1	20719732	20732837	-	13106
ENSG00000233069.1	chr1	20732880	20733952	+	1073
ENSG00000127483.17	chr1	20742661	20787323	-	44663
ENSG00000075151.20	chr1	20806292	21176888	-	370597
ENSG00000251914.1	chr1	20841241	20841302	+	62
ENSG00000221808.1	chr1	20988314	20988432	-	119
ENSG00000233072.1	chr1	21003550	21003934	-	385
ENSG00000236073.2	chr1	21073639	21073753	-	115
ENSG00000235112.1	chr1	21161475	21162081	+	607
ENSG00000117298.14	chr1	21217247	21345504	-	128258
ENSG00000236936.1	chr1	21266082	21267251	+	1170
ENSG00000231105.1	chr1	21293290	21299774	+	6485
ENSG00000236216.5	chr1	21397987	21398362	+	376
ENSG00000228823.1	chr1	21411460	21413293	-	1834
ENSG00000236009.1	chr1	21415898	21417492	+	1595
ENSG00000227001.3	chr1	21424625	21427967	-	3343
ENSG00000187952.9	chr1	21428303	21429536	+	1234
ENSG00000186543.7	chr1	21434318	21437558	+	3241
ENSG00000142794.18	chr1	21440128	21485005	+	44878
ENSG00000176378.8	chr1	21459756	21460082	-	327
ENSG00000162551.13	chr1	21509372	21578412	+	69041
ENSG00000233431.1	chr1	21586472	21591187	+	4716
ENSG00000076864.19	chr1	21596215	21669363	-	73149
ENSG00000090686.15	chr1	21678298	21783606	-	105309
ENSG00000231978.2	chr1	21768269	21768575	+	307
ENSG00000187942.11	chr1	21812265	21825221	+	12957
ENSG00000142798.18	chr1	21822245	21937297	-	115053
ENSG00000232037.3	chr1	21908098	21908580	+	483
ENSG00000283234.1	chr1	21950679	21956871	-	6193
ENSG00000219073.7	chr1	21977021	21998642	+	21622
ENSG00000273610.1	chr1	21987481	21987777	+	297
ENSG00000201919.1	chr1	21987816	21987919	+	104
ENSG00000142789.19	chr1	22001656	22012539	+	10884
ENSG00000278124.1	chr1	22010650	22010946	+	297
ENSG00000201273.1	chr1	22010985	22011088	+	104
ENSG00000228397.2	chr1	22023990	22026048	-	2059
ENSG00000218510.7	chr1	22024558	22031223	+	6666
ENSG00000070831.15	chr1	22052627	22092946	+	40320
ENSG00000230068.2	chr1	22059197	22064199	+	5003
ENSG00000271428.1	chr1	22068340	22068827	-	488
ENSG00000271840.1	chr1	22100613	22101360	+	748
ENSG00000162552.14	chr1	22117305	22143969	-	26665
ENSG00000266564.1	chr1	22266239	22266300	+	62
ENSG00000234397.3	chr1	22322840	22323331	-	492
ENSG00000279625.1	chr1	22364630	22366482	-	1853
ENSG00000184677.16	chr1	22451851	22531157	+	79307
ENSG00000237200.1	chr1	22517474	22519708	+	2235
ENSG00000070886.11	chr1	22563564	22603594	+	40031
ENSG00000276835.2	chr1	22633258	22633366	-	109
ENSG00000173372.16	chr1	22636506	22639608	+	3103
ENSG00000159189.11	chr1	22643630	22648110	+	4481
ENSG00000173369.15	chr1	22652762	22661538	+	8777
ENSG00000133216.16	chr1	22710839	22921500	+	210662
ENSG00000265422.1	chr1	22719517	22719598	+	82
ENSG00000225952.1	chr1	22835713	22836849	-	1137
ENSG00000264014.1	chr1	22863159	22863226	-	68
ENSG00000215906.8	chr1	22953043	22965338	-	12296
ENSG00000227868.5	chr1	23010834	23015850	-	5017
ENSG00000004487.16	chr1	23019443	23083689	+	64247
ENSG00000240553.1	chr1	23020147	23088058	-	67912
ENSG00000263793.1	chr1	23044305	23044372	+	68
ENSG00000266802.1	chr1	23057858	23057934	-	77
ENSG00000169641.13	chr1	23084023	23177808	-	93786
ENSG00000229010.1	chr1	23140325	23141142	+	818
ENSG00000206935.1	chr1	23162704	23162810	+	107
ENSG00000252578.1	chr1	23163953	23164053	+	101
ENSG00000179546.4	chr1	23191895	23194729	-	2835
ENSG00000215381.3	chr1	23244765	23245224	+	460
ENSG00000261326.2	chr1	23281309	23286752	-	5444
ENSG00000284726.1	chr1	23297797	23302866	+	5070
ENSG00000125944.19	chr1	23303771	23344336	-	40566
ENSG00000125945.14	chr1	23359448	23369442	-	9995
ENSG00000249087.6	chr1	23368997	23371839	+	2843
ENSG00000201405.1	chr1	23370254	23370346	+	93
ENSG00000271420.1	chr1	23378380	23379029	-	650
ENSG00000204219.9	chr1	23381061	23424740	-	43680
ENSG00000232482.2	chr1	23410832	23412146	+	1315
ENSG00000088280.18	chr1	23428563	23484568	-	56006
ENSG00000007968.6	chr1	23506430	23531220	-	24791
ENSG00000235052.1	chr1	23549139	23550915	-	1777
ENSG00000117318.8	chr1	23557918	23559794	-	1877
ENSG00000197880.8	chr1	23581495	23640568	+	59074
ENSG00000229239.2	chr1	23670294	23680259	+	9966
ENSG00000142676.13	chr1	23691742	23696835	+	5094
ENSG00000011007.12	chr1	23743155	23762059	+	18905
ENSG00000236810.5	chr1	23760382	23778287	-	17906
ENSG00000057757.9	chr1	23778405	23788232	+	9828
ENSG00000011009.10	chr1	23790970	23795539	+	4570
ENSG00000117308.14	chr1	23795599	23800804	-	5206
ENSG00000117305.14	chr1	23801885	23838620	-	36736
ENSG00000179163.11	chr1	23845077	23868294	-	23218
ENSG00000188822.7	chr1	23870526	23913362	-	42837
ENSG00000229106.1	chr1	23901471	23902737	-	1267
ENSG00000232557.3	chr1	23907111	23907885	+	775
ENSG00000264926.1	chr1	23929070	23929147	+	78
ENSG00000230228.2	chr1	23949016	23949383	-	368
ENSG00000189266.11	chr1	23959109	23963462	+	4354
ENSG00000188529.14	chr1	23964804	23980927	-	16124
ENSG00000215905.4	chr1	24007881	24008519	-	639
ENSG00000225315.2	chr1	24040835	24086799	+	45965
ENSG00000142661.18	chr1	24056035	24112175	-	56141
ENSG00000230703.1	chr1	24066774	24083565	+	16792
ENSG00000142677.3	chr1	24119771	24143121	-	23351
ENSG00000185436.11	chr1	24154157	24187959	-	33803
ENSG00000230023.2	chr1	24200240	24211693	+	11454
ENSG00000232298.2	chr1	24307556	24321901	-	14346
ENSG00000158055.15	chr1	24319322	24364482	+	45161
ENSG00000001460.17	chr1	24356999	24416934	-	59936
ENSG00000001461.16	chr1	24415794	24472976	+	57183
ENSG00000117602.11	chr1	24502351	24541040	+	38690
ENSG00000264443.1	chr1	24538802	24556024	-	17223
ENSG00000184454.6	chr1	24556111	24609328	+	53218
ENSG00000227312.2	chr1	24563627	24563974	+	348
ENSG00000239106.1	chr1	24625411	24625513	-	103
ENSG00000133226.16	chr1	24631716	24673267	+	41552
ENSG00000284699.1	chr1	24704894	24717596	+	12703
ENSG00000169504.14	chr1	24745357	24844324	+	98968
ENSG00000238482.1	chr1	24777873	24777979	-	107
ENSG00000020633.18	chr1	24899511	24965121	-	65611
ENSG00000278034.1	chr1	24919345	24919416	-	72
ENSG00000229162.1	chr1	24961345	24963097	+	1753
ENSG00000261025.1	chr1	24968423	24970865	-	2443
ENSG00000264371.1	chr1	25023503	25023586	+	84
ENSG00000233755.1	chr1	25043707	25113120	-	69414
ENSG00000233419.3	chr1	25125053	25125454	-	402
ENSG00000231953.2	chr1	25208139	25209437	+	1299
ENSG00000117614.9	chr1	25222679	25232502	-	9824
ENSG00000284602.1	chr1	25232586	25234775	+	2190
ENSG00000284657.1	chr1	25239494	25240253	+	760
ENSG00000117616.17	chr1	25242237	25338213	-	95977
ENSG00000272432.1	chr1	25247837	25248321	+	485
ENSG00000261349.1	chr1	25266102	25267136	-	1035
ENSG00000187010.19	chr1	25272393	25330445	+	58053
ENSG00000224183.1	chr1	25294164	25294643	-	480
ENSG00000259984.1	chr1	25336429	25337465	-	1037
ENSG00000183726.10	chr1	25337917	25362361	+	24445
ENSG00000188672.18	chr1	25362249	25430192	-	67944
ENSG00000238084.4	chr1	25398721	25399198	+	478
ENSG00000204178.9	chr1	25430858	25500209	+	69352
ENSG00000157978.11	chr1	25543580	25568886	+	25307
ENSG00000225643.1	chr1	25581478	25590356	+	8879
ENSG00000117643.14	chr1	25617468	25786207	+	168740
ENSG00000233478.1	chr1	25644544	25659111	-	14568
ENSG00000162430.16	chr1	25800176	25818224	+	18049
ENSG00000255054.3	chr1	25811470	25823744	+	12275
ENSG00000228172.5	chr1	25816749	25820797	-	4049
ENSG00000117640.17	chr1	25818640	25832942	+	14303
ENSG00000272478.1	chr1	25831913	25832134	-	222
ENSG00000127423.10	chr1	25831913	25859458	-	27546
ENSG00000236528.1	chr1	25859613	25863420	+	3808
ENSG00000182749.5	chr1	25861210	25871253	-	10044
ENSG00000207302.1	chr1	25877496	25877605	+	110
ENSG00000117632.22	chr1	25884181	25906991	-	22811
ENSG00000229786.1	chr1	25887360	25887610	+	251
ENSG00000223624.1	chr1	25888970	25889109	+	140
ENSG00000283938.1	chr1	25906362	25906454	-	93
ENSG00000158006.13	chr1	25959767	25998157	-	38391
ENSG00000207237.1	chr1	25964197	25964300	+	104
ENSG00000252190.1	chr1	26006006	26006130	+	125
ENSG00000252691.1	chr1	26006216	26006299	+	84
ENSG00000158008.9	chr1	26019884	26036464	+	16581
ENSG00000158014.14	chr1	26037252	26046133	-	8882
ENSG00000284309.1	chr1	26046665	26049099	+	2435
ENSG00000158022.6	chr1	26051304	26068436	-	17133
ENSG00000175087.9	chr1	26111165	26125543	+	14379
ENSG00000197245.5	chr1	26159020	26163962	+	4943
ENSG00000282872.1	chr1	26164161	26168581	-	4421
ENSG00000236782.6	chr1	26169516	26171821	-	2306
ENSG00000142684.8	chr1	26169871	26170873	+	1003
ENSG00000142675.17	chr1	26177403	26189886	+	12484
ENSG00000188782.8	chr1	26190561	26202968	+	12408
ENSG00000236155.6	chr1	26209741	26229840	+	20100
ENSG00000278572.1	chr1	26218581	26220476	-	1896
ENSG00000130695.14	chr1	26234153	26279038	+	44886
ENSG00000270733.1	chr1	26263041	26263398	-	358
ENSG00000142669.14	chr1	26279176	26281522	+	2347
ENSG00000158062.20	chr1	26281328	26318363	-	37036
ENSG00000169442.8	chr1	26317957	26320523	+	2567
ENSG00000176092.15	chr1	26321698	26360080	-	38383
ENSG00000225854.2	chr1	26326688	26327033	+	346
ENSG00000176083.17	chr1	26361634	26374522	-	12889
ENSG00000131914.10	chr1	26410778	26429722	+	18945
ENSG00000117682.16	chr1	26432282	26471294	+	39013
ENSG00000223583.1	chr1	26454653	26455187	-	535
ENSG00000225891.1	chr1	26462756	26467282	-	4527
ENSG00000198830.10	chr1	26472450	26475972	+	3523
ENSG00000224129.1	chr1	26519354	26520250	-	897
ENSG00000117676.13	chr1	26529761	26575030	+	45270
ENSG00000238705.1	chr1	26554542	26554593	+	52
ENSG00000243905.3	chr1	26593243	26593546	-	304
ENSG00000252802.1	chr1	26593940	26594041	-	102
ENSG00000252429.2	chr1	26602369	26602432	-	64
ENSG00000229247.2	chr1	26640377	26640614	-	238
ENSG00000238316.1	chr1	26642286	26642389	-	104
ENSG00000235069.2	chr1	26647447	26647681	+	235
ENSG00000260063.1	chr1	26692132	26694131	-	2000
ENSG00000117713.19	chr1	26693236	26782110	+	88875
ENSG00000060642.10	chr1	26787472	26798398	+	10927
ENSG00000241188.3	chr1	26814822	26815112	+	291
ENSG00000204160.11	chr1	26826710	26857602	+	30893
ENSG00000175793.11	chr1	26863138	26864457	+	1320
ENSG00000226698.1	chr1	26876133	26878245	+	2113
ENSG00000142751.14	chr1	26876133	26890297	-	14165
ENSG00000198746.12	chr1	26890488	26900466	-	9979
ENSG00000090273.13	chr1	26900238	26946862	+	46625
ENSG00000131910.4	chr1	26911489	26913966	-	2478
ENSG00000175707.8	chr1	26949562	26960406	-	10845
ENSG00000172746.6	chr1	26980165	26980975	+	811
ENSG00000224064.1	chr1	26983628	26984024	+	397
ENSG00000225294.1	chr1	26985897	26986340	-	444
ENSG00000253368.3	chr1	26993707	27000898	+	7192
ENSG00000158246.7	chr1	27005020	27012836	-	7817
ENSG00000090020.10	chr1	27098815	27166981	-	68167
ENSG00000229985.2	chr1	27176751	27177277	+	527
ENSG00000214973.3	chr1	27200834	27201473	-	640
ENSG00000225159.1	chr1	27206930	27207796	+	867
ENSG00000225990.2	chr1	27211265	27211484	+	220
ENSG00000224311.1	chr1	27229106	27234352	-	5247
ENSG00000142784.15	chr1	27234516	27308633	+	74118
ENSG00000252098.1	chr1	27255464	27255567	-	104
ENSG00000243659.1	chr1	27311240	27311838	+	599
ENSG00000186501.14	chr1	27322145	27336400	+	14256
ENSG00000206888.1	chr1	27325219	27325325	+	107
ENSG00000241547.1	chr1	27325329	27325796	+	468
ENSG00000142765.17	chr1	27342020	27353937	+	11918
ENSG00000142733.14	chr1	27355184	27366892	-	11709
ENSG00000142748.12	chr1	27369112	27374824	-	5713
ENSG00000174950.10	chr1	27379176	27383380	-	4205
ENSG00000231207.1	chr1	27389468	27390145	+	678
ENSG00000181773.6	chr1	27392644	27395814	+	3171
ENSG00000158195.10	chr1	27404226	27490158	-	85933
ENSG00000241169.1	chr1	27457198	27459582	+	2385
ENSG00000237429.1	chr1	27525805	27530561	+	4757
ENSG00000126705.14	chr1	27534035	27604431	-	70397
ENSG00000000938.12	chr1	27612064	27635277	-	23214
ENSG00000235912.1	chr1	27649419	27649610	+	192
ENSG00000233975.1	chr1	27660328	27662722	-	2395
ENSG00000126709.14	chr1	27666061	27672218	-	6158
ENSG00000225886.3	chr1	27669468	27703063	+	33596
ENSG00000206767.1	chr1	27675603	27675709	-	107
ENSG00000226662.2	chr1	27686810	27687471	-	662
ENSG00000207095.1	chr1	27693731	27693835	+	105
ENSG00000009780.15	chr1	27725979	27763122	+	37144
ENSG00000231344.1	chr1	27739091	27739439	+	349
ENSG00000230833.1	chr1	27739954	27740629	+	676
ENSG00000117758.13	chr1	27773183	27824452	+	51270
ENSG00000269971.1	chr1	27773858	27774041	+	184
ENSG00000270031.1	chr1	27819983	27820341	+	359
ENSG00000223062.1	chr1	27824538	27824643	+	106
ENSG00000117751.17	chr1	27830778	27851676	+	20899
ENSG00000252947.1	chr1	27834401	27834566	+	166
ENSG00000130775.15	chr1	27872543	27886685	+	14143
ENSG00000117748.9	chr1	27891524	27914746	-	23223
ENSG00000130768.14	chr1	27934993	27959157	+	24165
ENSG00000227050.1	chr1	27938875	27960193	-	21319
ENSG00000158156.7	chr1	27959462	27968096	+	8635
ENSG00000158161.15	chr1	27970344	28088696	-	118353
ENSG00000238231.2	chr1	27990158	27990524	-	367
ENSG00000240750.3	chr1	28031884	28032180	-	297
ENSG00000228589.3	chr1	28095742	28096422	-	681
ENSG00000228943.1	chr1	28109739	28110298	+	560
ENSG00000214812.3	chr1	28120449	28121321	-	873
ENSG00000253005.1	chr1	28142737	28142841	-	105
ENSG00000169403.11	chr1	28147166	28193936	-	46771
ENSG00000126698.10	chr1	28199456	28233025	-	33570
ENSG00000130770.17	chr1	28236109	28246906	+	10798
ENSG00000270605.1	chr1	28239509	28241453	-	1945
ENSG00000271398.1	chr1	28247144	28247568	+	425
ENSG00000130766.4	chr1	28259527	28282491	+	22965
ENSG00000130772.13	chr1	28329002	28335967	+	6966
ENSG00000204138.12	chr1	28369582	28500369	+	130788
ENSG00000206779.1	chr1	28422555	28422655	-	101
ENSG00000229820.2	chr1	28453541	28453934	+	394
ENSG00000221216.1	chr1	28481362	28481480	+	119
ENSG00000180198.15	chr1	28505943	28539300	+	33358
ENSG00000242125.3	chr1	28505980	28510892	+	4913
ENSG00000274266.1	chr1	28507366	28507571	+	206
ENSG00000200087.1	chr1	28508559	28508762	+	204
ENSG00000231468.2	chr1	28526318	28527227	-	910
ENSG00000279443.1	chr1	28544460	28546542	+	2083
ENSG00000180098.9	chr1	28553085	28578545	+	25461
ENSG00000197989.13	chr1	28578538	28582983	-	4446
ENSG00000221539.1	chr1	28578749	28578822	-	74
ENSG00000278274.1	chr1	28579764	28579893	-	130
ENSG00000273544.1	chr1	28580381	28580512	-	132
ENSG00000280498.1	chr1	28580920	28581054	-	135
ENSG00000274582.1	chr1	28580920	28581056	-	137
